ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|7ce83e9575db4ab18075e235d448d635|2005-06-19|14:14:49|1119170689|shopping_pos|698.78|1|fraud_Conroy Ltd|38.478637|-121.157224
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|93b20079739e548bd1d9c5fdc2fb28ee|2005-06-19|20:43:43|1119194023|shopping_net|744.79|1|fraud_Predovic Inc|36.996666|-120.958538
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|ed3d23a58c487baec3dcdc17753017fc|2005-06-19|22:17:06|1119199626|shopping_net|8.52|1|fraud_Fisher-Schowalter|37.220847|-122.579613
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|7bfab7f8d33b8356573e934c7cac330d|2005-06-18|23:38:00|1119118080|misc_net|1157.81|1|fraud_Rippin, Kub and Mann|37.752949|-121.068141
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|ae5884cf4478f4c8ecffc94aaeb515f8|2005-06-19|22:16:14|1119199574|shopping_pos|1017.90|1|fraud_Metz-Boehm|37.189616|-122.011377
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|e50af8c041306a1166d8bf1f575e1bdf|2005-06-19|22:55:39|1119201939|shopping_pos|1041.18|1|fraud_Stoltenberg-Beatty|38.331058|-122.064541
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|723ce9ab8bb4afb0275ad9913c4ec63a|2005-06-18|23:49:17|1119118757|misc_net|958.56|1|fraud_Kerluke, Considine and Macejkovic|38.359936|-120.777158
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|75fa97d50ca6bfbc3f25f15693e45898|2005-06-19|22:43:04|1119201184|shopping_pos|934.85|1|fraud_Hermann and Sons|37.567509|-121.414697
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|e02fcccf292bc2a969df84836fd3e2d4|2005-06-19|23:06:37|1119202597|shopping_net|943.31|1|fraud_Kihn, Abernathy and Douglas|37.230272|-121.635559
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|cb592f494db080137cdcef967da42904|2005-06-19|22:13:54|1119199434|misc_pos|932.84|1|fraud_Towne LLC|37.443964|-121.175684
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|388535b714834d4395a886770a41795e|2005-06-19|23:23:31|1119203611|shopping_pos|905.45|1|fraud_Pacocha-Bauch|38.407401|-121.200927
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|78f9bedee90941053a9974dd557e3c81|2005-09-23|09:43:35|1127448815|shopping_pos|69.49|0|fraud_Pfeffer and Sons|38.729351|-122.231616
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|7290e2da0c939a74beabf3497ab4d6e2|2005-10-31|09:47:07|1130732227|food_dining|40.23|0|fraud_Koss, McLaughlin and Mayer|37.199119|-120.678074
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|43349860dffde25564343d924b7cd77d|2005-05-21|09:21:19|1116647479|gas_transport|70.61|0|fraud_Mraz-Herzog|37.362755|-121.132987
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|85ce8a522591ecd021fcb163ed764e09|2005-08-07|07:56:58|1123381618|shopping_net|69.78|0|fraud_Terry-Huel|37.194109|-122.239772
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|234a360186a03e5dba6aa0390650b914|2005-07-03|01:55:00|1120335900|misc_net|71.16|0|fraud_Kuphal-Predovic|37.970019|-122.456575
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|1e485f4a192fa14e99d40c0c09f8a167|2005-08-30|03:01:21|1125351081|shopping_pos|46.38|0|fraud_Kris-Padberg|38.256216|-121.948582
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|e5102ad5d45dd0cbd7cc7ec569d7e3ad|2005-08-19|04:49:28|1124407168|shopping_pos|75.44|0|fraud_Haley, Jewess and Bechtelar|37.412340|-120.701745
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|ecaa17b2332dc6c173f2b35a7c07f439|2005-06-08|06:43:17|1118193197|grocery_pos|63.56|0|fraud_Rowe, Batz and Goodwin|38.518122|-122.321900
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|63097bdfffaa67ae2a413d849f05b9f0|2005-10-26|09:08:08|1130297888|entertainment|70.60|0|fraud_Kling-Ernser|38.873332|-121.198093
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|a2b60556d34f3fc419cec951f9480d9f|2005-07-17|07:33:57|1121565837|misc_pos|66.00|0|fraud_Torp-Lemke|38.571267|-120.821638
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|af4b11e2b4249400e813a07d5dc14654|2005-05-31|01:51:54|1117484514|grocery_pos|63.50|0|fraud_Kovacek, Dibbert and Ondricka|38.722597|-122.242499
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|b9092ab376da7e5fd2f0ecdf45f0359b|2005-06-28|03:49:16|1119910756|grocery_pos|42.18|0|fraud_Kunze Inc|37.895139|-122.474812
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|fa1e8bd7c64a70c1e1c732e71587ca08|2005-08-21|03:34:44|1124575484|shopping_pos|78.13|0|fraud_Baumbach, Hodkiewicz and Walsh|36.950860|-122.041625
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|0043bc3a88c12d176a57b450be097ced|2005-05-21|05:57:26|1116635246|gas_transport|79.31|0|fraud_Tillman, Dickinson and Labadie|38.600764|-121.827543
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|1da21ba6c174a0c61c20a80a976515f7|2005-08-20|01:43:41|1124482421|shopping_pos|77.36|0|fraud_Willms, Kris and Bergnaum|38.235045|-121.177701
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|24d2607fdbf6e4c1a61ec1c70e36e14b|2005-08-21|04:18:04|1124578084|shopping_pos|67.12|0|fraud_Pagac LLC|36.990460|-120.935205
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|81b00649fed9535a94dd23979a941a67|2005-04-23|02:53:56|1114205036|gas_transport|82.95|0|fraud_Heller-Langosh|37.868526|-120.724711
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|1d8a00a6081964aa3bc19fe45e9c1df5|2005-09-18|00:37:11|1126984031|shopping_pos|99.06|0|fraud_Mohr Inc|37.612057|-120.952414
406-83-7518|4238849696532874|Ann|Williams|F|26916 Carlson Mountain|Discovery Bay|CA|94505|37.8989|-121.6054|13403|Seismic interpreter|1964-12-26|947268892251|adults_50up_female_urban.json|778c66af1f8443fab1f9e73fd9161de9|2005-09-02|04:28:08|1125615488|shopping_pos|82.78|0|fraud_Goyette, Howell and Collier|38.851612|-121.247671
