ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
620-27-5618|4874016400529|Mandy|Green|F|680 Charles Spurs Apt. 805|Martinsburg|WV|25404|39.4852|-77.8954|58793|Television floor manager|2004-08-02|161286867170|young_adults_female_urban.json|c4fe3ffbc75b5fe7e4bfeeefe9ded0fa|2005-08-06|01:18:09|1123271289|misc_net|282.15|1|fraud_Durgan-Auer|39.964165|-78.054115
620-27-5618|4874016400529|Mandy|Green|F|680 Charles Spurs Apt. 805|Martinsburg|WV|25404|39.4852|-77.8954|58793|Television floor manager|2004-08-02|161286867170|young_adults_female_urban.json|9856975b2ac4550d0490e07947222b15|2005-08-06|02:25:26|1123275326|grocery_pos|275.19|1|fraud_Kiehn Inc|40.481384|-78.803871
620-27-5618|4874016400529|Mandy|Green|F|680 Charles Spurs Apt. 805|Martinsburg|WV|25404|39.4852|-77.8954|58793|Television floor manager|2004-08-02|161286867170|young_adults_female_urban.json|55be24752ed42fc601dfbb555b0130ba|2005-08-06|03:24:31|1123278871|misc_net|844.06|1|fraud_Bednar Group|38.813271|-77.843849
620-27-5618|4874016400529|Mandy|Green|F|680 Charles Spurs Apt. 805|Martinsburg|WV|25404|39.4852|-77.8954|58793|Television floor manager|2004-08-02|161286867170|young_adults_female_urban.json|2115e9be7841c5f4c3fe78ce391710d1|2005-08-06|03:34:53|1123279493|grocery_pos|589.54|1|fraud_Schoen, Kuphal and Nitzsche|38.707976|-78.297553
620-27-5618|4874016400529|Mandy|Green|F|680 Charles Spurs Apt. 805|Martinsburg|WV|25404|39.4852|-77.8954|58793|Television floor manager|2004-08-02|161286867170|young_adults_female_urban.json|7db23146c594b11a335e870b9f8da569|2005-08-06|01:54:38|1123273478|misc_net|863.51|1|fraud_Koelpin and Sons|39.378287|-78.533166
620-27-5618|4874016400529|Mandy|Green|F|680 Charles Spurs Apt. 805|Martinsburg|WV|25404|39.4852|-77.8954|58793|Television floor manager|2004-08-02|161286867170|young_adults_female_urban.json|28cd9f32220110716eff492f78648bf6|2005-08-07|14:23:05|1123404785|shopping_net|922.23|1|fraud_Volkman-Predovic|38.866144|-78.559601
620-27-5618|4874016400529|Mandy|Green|F|680 Charles Spurs Apt. 805|Martinsburg|WV|25404|39.4852|-77.8954|58793|Television floor manager|2004-08-02|161286867170|young_adults_female_urban.json|452ff0bf5829521713835e74e0645f60|2005-08-07|22:28:27|1123433907|shopping_net|980.19|1|fraud_Schmeler, Bashirian and Price|40.390615|-77.260930
620-27-5618|4874016400529|Mandy|Green|F|680 Charles Spurs Apt. 805|Martinsburg|WV|25404|39.4852|-77.8954|58793|Television floor manager|2004-08-02|161286867170|young_adults_female_urban.json|4f2435f21472c5ae215568d1b2610550|2005-08-07|22:59:47|1123435787|shopping_net|1040.76|1|fraud_Ruecker, Beer and Collier|39.156455|-77.103113
620-27-5618|4874016400529|Mandy|Green|F|680 Charles Spurs Apt. 805|Martinsburg|WV|25404|39.4852|-77.8954|58793|Television floor manager|2004-08-02|161286867170|young_adults_female_urban.json|a5d3f3bfcef32a224cf37c11fbff5bb7|2005-08-07|23:01:58|1123435918|shopping_net|995.16|1|fraud_Hills-Witting|39.455146|-77.559190
620-27-5618|4874016400529|Mandy|Green|F|680 Charles Spurs Apt. 805|Martinsburg|WV|25404|39.4852|-77.8954|58793|Television floor manager|2004-08-02|161286867170|young_adults_female_urban.json|cbe187f4cb506c2eea238757ede0372b|2005-08-07|23:03:32|1123436012|travel|846.39|1|fraud_Veum-Koelpin|39.015813|-78.089287
