ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
251-68-6752|3522196937923745|Joe|Estrada|M|8217 Huerta Hills Suite 474|Orland Park|IL|60462|41.6194|-87.8422|64769|Engineer, civil (contracting)|1988-12-14|425199071794|adults_2550_male_urban.json|e57e1c0bd1c8f7ea17dd0279ab86a43c|2006-01-23|03:43:06|1137967986|gas_transport|7.52|1|fraud_Emard Inc|41.854758|-87.187656
251-68-6752|3522196937923745|Joe|Estrada|M|8217 Huerta Hills Suite 474|Orland Park|IL|60462|41.6194|-87.8422|64769|Engineer, civil (contracting)|1988-12-14|425199071794|adults_2550_male_urban.json|7dcfa35667ea7ddd2a6cd597a74f2ff3|2006-01-23|00:59:50|1137958190|grocery_net|9.66|1|fraud_Runolfsson and Sons|40.889728|-86.849867
251-68-6752|3522196937923745|Joe|Estrada|M|8217 Huerta Hills Suite 474|Orland Park|IL|60462|41.6194|-87.8422|64769|Engineer, civil (contracting)|1988-12-14|425199071794|adults_2550_male_urban.json|0998e957878b2e1698afdba4a248e2c5|2006-01-24|02:42:45|1138050765|misc_net|855.95|1|fraud_Jones, Sawayn and Romaguera|41.966563|-86.962464
251-68-6752|3522196937923745|Joe|Estrada|M|8217 Huerta Hills Suite 474|Orland Park|IL|60462|41.6194|-87.8422|64769|Engineer, civil (contracting)|1988-12-14|425199071794|adults_2550_male_urban.json|c8d3c61882047440f8d4358ed0556c8a|2006-01-24|22:47:42|1138123062|shopping_pos|741.92|1|fraud_Douglas, Schneider and Turner|42.533466|-86.960583
251-68-6752|3522196937923745|Joe|Estrada|M|8217 Huerta Hills Suite 474|Orland Park|IL|60462|41.6194|-87.8422|64769|Engineer, civil (contracting)|1988-12-14|425199071794|adults_2550_male_urban.json|cd47d67e7c861382deee07d7cc8d66f8|2006-01-24|15:35:20|1138097120|travel|846.93|1|fraud_Gislason Group|41.448321|-87.571568
251-68-6752|3522196937923745|Joe|Estrada|M|8217 Huerta Hills Suite 474|Orland Park|IL|60462|41.6194|-87.8422|64769|Engineer, civil (contracting)|1988-12-14|425199071794|adults_2550_male_urban.json|0abf00be982d6cc305236f2612f12ff1|2006-01-24|23:11:46|1138124506|shopping_net|1094.92|1|fraud_Bashirian Group|41.451757|-87.719158
251-68-6752|3522196937923745|Joe|Estrada|M|8217 Huerta Hills Suite 474|Orland Park|IL|60462|41.6194|-87.8422|64769|Engineer, civil (contracting)|1988-12-14|425199071794|adults_2550_male_urban.json|7bbba9d0e670acc7c2eb50193e43020a|2006-01-24|23:27:02|1138125422|misc_net|781.79|1|fraud_Ferry, Lynch and Kautzer|41.957367|-86.996498
251-68-6752|3522196937923745|Joe|Estrada|M|8217 Huerta Hills Suite 474|Orland Park|IL|60462|41.6194|-87.8422|64769|Engineer, civil (contracting)|1988-12-14|425199071794|adults_2550_male_urban.json|e5d4c635279d1ae5a074f4de67c36777|2006-01-24|22:31:14|1138122074|misc_net|10.92|1|fraud_Rohan, White and Aufderhar|42.291894|-88.234343
251-68-6752|3522196937923745|Joe|Estrada|M|8217 Huerta Hills Suite 474|Orland Park|IL|60462|41.6194|-87.8422|64769|Engineer, civil (contracting)|1988-12-14|425199071794|adults_2550_male_urban.json|fb1a3f109bbf9f5ceba51282d5d2fa3d|2005-06-29|11:09:00|1120023540|grocery_pos|51.77|0|fraud_Goldner, Kovacek and Abbott|41.598682|-87.321322
251-68-6752|3522196937923745|Joe|Estrada|M|8217 Huerta Hills Suite 474|Orland Park|IL|60462|41.6194|-87.8422|64769|Engineer, civil (contracting)|1988-12-14|425199071794|adults_2550_male_urban.json|06cf53db7c8665452b7f3d5a706d9932|2005-04-23|09:23:16|1114228396|gas_transport|77.42|0|fraud_Tillman, Dickinson and Labadie|42.139661|-88.619098
