ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
645-24-3054|4609379660334199|Brian|Wiggins|M|5371 Lambert Overpass|Newton|GA|39870|31.3164|-84.3367|2238|Secretary, company|1972-10-12|704228248578|adults_50up_male_rural.json|baabcf24dc8b211bfa35b80678f24185|2005-11-09|03:25:09|1131486909|gas_transport|20.04|1|fraud_Zieme, Bode and Dooley|31.439145|-84.212628
645-24-3054|4609379660334199|Brian|Wiggins|M|5371 Lambert Overpass|Newton|GA|39870|31.3164|-84.3367|2238|Secretary, company|1972-10-12|704228248578|adults_50up_male_rural.json|54c495eaf2ce5d36a2bb971f937b0ba6|2005-11-09|01:46:39|1131480999|grocery_pos|16.97|1|fraud_Kilback LLC|30.757176|-84.567602
645-24-3054|4609379660334199|Brian|Wiggins|M|5371 Lambert Overpass|Newton|GA|39870|31.3164|-84.3367|2238|Secretary, company|1972-10-12|704228248578|adults_50up_male_rural.json|c34fe7bd1ff27ac0a41a7a8db4e0d2b9|2005-11-09|01:48:52|1131481132|grocery_pos|15.20|1|fraud_Schumm, Bauch and Ondricka|31.235101|-85.256411
645-24-3054|4609379660334199|Brian|Wiggins|M|5371 Lambert Overpass|Newton|GA|39870|31.3164|-84.3367|2238|Secretary, company|1972-10-12|704228248578|adults_50up_male_rural.json|550f451ff99069312f010f145f21f0d9|2005-11-09|00:45:41|1131477341|grocery_pos|353.90|1|fraud_Padberg-Welch|30.813779|-84.948272
645-24-3054|4609379660334199|Brian|Wiggins|M|5371 Lambert Overpass|Newton|GA|39870|31.3164|-84.3367|2238|Secretary, company|1972-10-12|704228248578|adults_50up_male_rural.json|461e60c336e8203fab428565ab5ad714|2005-11-09|07:57:55|1131503275|grocery_net|349.09|1|fraud_Ortiz Group|32.024252|-83.490565
645-24-3054|4609379660334199|Brian|Wiggins|M|5371 Lambert Overpass|Newton|GA|39870|31.3164|-84.3367|2238|Secretary, company|1972-10-12|704228248578|adults_50up_male_rural.json|ba78988279533d67cf4a1fc0c330cece|2005-11-09|05:53:55|1131495835|grocery_net|305.37|1|fraud_Kemmer-Reinger|31.703027|-84.794853
645-24-3054|4609379660334199|Brian|Wiggins|M|5371 Lambert Overpass|Newton|GA|39870|31.3164|-84.3367|2238|Secretary, company|1972-10-12|704228248578|adults_50up_male_rural.json|b12a77a4c0f004cd9a7fd512e09e9cef|2005-11-10|22:30:45|1131642045|shopping_net|324.33|1|fraud_Reichert, Rowe and Mraz|30.991537|-84.148851
645-24-3054|4609379660334199|Brian|Wiggins|M|5371 Lambert Overpass|Newton|GA|39870|31.3164|-84.3367|2238|Secretary, company|1972-10-12|704228248578|adults_50up_male_rural.json|a6c3e108883d0541e382e74184d72029|2005-11-10|23:08:04|1131644284|shopping_pos|701.22|1|fraud_Baumbach, Hodkiewicz and Walsh|31.088845|-84.206674
645-24-3054|4609379660334199|Brian|Wiggins|M|5371 Lambert Overpass|Newton|GA|39870|31.3164|-84.3367|2238|Secretary, company|1972-10-12|704228248578|adults_50up_male_rural.json|5e83ae67c0f282be6574d49a9e8d3810|2005-11-09|23:18:22|1131558502|misc_net|725.66|1|fraud_Bernier, Volkman and Hoeger|32.179975|-84.572193
645-24-3054|4609379660334199|Brian|Wiggins|M|5371 Lambert Overpass|Newton|GA|39870|31.3164|-84.3367|2238|Secretary, company|1972-10-12|704228248578|adults_50up_male_rural.json|14087f6a8bea395c9366ef1e94ad37d3|2005-11-09|23:44:32|1131560072|misc_net|816.18|1|fraud_Herman, Treutel and Dickens|32.159847|-83.950874
